REGION,FUEL,YEAR,VALUE
REGION1,SSE1,2028,1.0
REGION1,SDE1,2028,1.0
REGION1,TZE1,2028,1.0
REGION1,TGE1,2028,1.0
REGION1,TNE1,2028,1.0
REGION1,UGE1,2028,1.0
REGION1,ZME1,2028,1.0
REGION1,ZWE1,2028,1.0
REGION1,ATE1,2029,1.0
REGION1,BEE1,2029,1.0
REGION1,BGE1,2029,1.0
REGION1,CHE1,2029,1.0
REGION1,CYE1,2029,1.0
REGION1,CZE1,2029,1.0
REGION1,DEE1,2029,1.0
REGION1,DKE1,2029,1.0
REGION1,EEE1,2029,1.0
REGION1,ESE1,2029,1.0
REGION1,FIE1,2029,1.0
REGION1,FRE1,2029,1.0
REGION1,GRE1,2029,1.0
REGION1,HRE1,2029,1.0
REGION1,HUE1,2029,1.0
REGION1,IEE1,2029,1.0
REGION1,ITE1,2029,1.0
REGION1,LTE1,2029,1.0
REGION1,LUE1,2029,1.0
REGION1,LVE1,2029,1.0
REGION1,MTE1,2029,1.0
REGION1,NLE1,2029,1.0
REGION1,NOE1,2029,1.0
REGION1,PLE1,2029,1.0
REGION1,PTE1,2029,1.0
REGION1,ROE1,2029,1.0
REGION1,SEE1,2029,1.0
REGION1,SIE1,2029,1.0
REGION1,SKE1,2029,1.0
REGION1,UKE1,2029,1.0
REGION1,DZE1,2029,1.0
REGION1,AOE1,2029,1.0
REGION1,BJE1,2029,1.0
REGION1,BWE1,2029,1.0
REGION1,BFE1,2029,1.0
REGION1,BIE1,2029,1.0
REGION1,CME1,2029,1.0
REGION1,CFE1,2029,1.0
REGION1,TDE1,2029,1.0
REGION1,CIE1,2029,1.0
REGION1,DJE1,2029,1.0
REGION1,CDE1,2029,1.0
REGION1,EGE1,2029,1.0
REGION1,GQE1,2029,1.0
REGION1,ERE1,2029,1.0
REGION1,SZE1,2029,1.0
REGION1,ETE1,2029,1.0
REGION1,GAE1,2029,1.0
REGION1,GME1,2029,1.0
REGION1,GHE1,2029,1.0
REGION1,GNE1,2029,1.0
REGION1,GWE1,2029,1.0
REGION1,KEE1,2029,1.0
REGION1,LSE1,2029,1.0
REGION1,LRE1,2029,1.0
REGION1,LYE1,2029,1.0
REGION1,MWE1,2029,1.0
REGION1,MLE1,2029,1.0
REGION1,MRE1,2029,1.0
REGION1,MAE1,2029,1.0
REGION1,MZE1,2029,1.0
REGION1,NAE1,2029,1.0
REGION1,NEE1,2029,1.0
REGION1,NGE1,2029,1.0
REGION1,CGE1,2029,1.0
REGION1,RWE1,2029,1.0
REGION1,SNE1,2029,1.0
REGION1,SLE1,2029,1.0
REGION1,SOE1,2029,1.0
REGION1,ZAE1,2029,1.0
REGION1,SSE1,2029,1.0
REGION1,SDE1,2029,1.0
REGION1,TZE1,2029,1.0
REGION1,TGE1,2029,1.0
REGION1,TNE1,2029,1.0
REGION1,UGE1,2029,1.0
REGION1,ZME1,2029,1.0
REGION1,ZWE1,2029,1.0
REGION1,ATE1,2030,1.0
REGION1,BEE1,2030,1.0
REGION1,BGE1,2030,1.0
REGION1,CHE1,2030,1.0
REGION1,CYE1,2030,1.0
REGION1,CZE1,2030,1.0
REGION1,DEE1,2030,1.0
REGION1,DKE1,2030,1.0
REGION1,EEE1,2030,1.0
REGION1,ESE1,2030,1.0
REGION1,FIE1,2030,1.0
REGION1,FRE1,2030,1.0
REGION1,GRE1,2030,1.0
REGION1,HRE1,2030,1.0
REGION1,HUE1,2030,1.0
REGION1,IEE1,2030,1.0
REGION1,ITE1,2030,1.0
REGION1,LTE1,2030,1.0
REGION1,LUE1,2030,1.0
REGION1,LVE1,2030,1.0
REGION1,MTE1,2030,1.0
REGION1,NLE1,2030,1.0
REGION1,NOE1,2030,1.0
REGION1,PLE1,2030,1.0
REGION1,PTE1,2030,1.0
REGION1,ROE1,2030,1.0
REGION1,SEE1,2030,1.0
REGION1,SIE1,2030,1.0
REGION1,SKE1,2030,1.0
REGION1,UKE1,2030,1.0
REGION1,DZE1,2030,1.0
REGION1,AOE1,2030,1.0
REGION1,BJE1,2030,1.0
REGION1,BWE1,2030,1.0
REGION1,BFE1,2030,1.0
REGION1,BIE1,2030,1.0
REGION1,CME1,2030,1.0
REGION1,CFE1,2030,1.0
REGION1,TDE1,2030,1.0
REGION1,CIE1,2030,1.0
REGION1,DJE1,2030,1.0
REGION1,CDE1,2030,1.0
REGION1,EGE1,2030,1.0
REGION1,GQE1,2030,1.0
REGION1,ERE1,2030,1.0
REGION1,SZE1,2030,1.0
REGION1,ETE1,2030,1.0
REGION1,GAE1,2030,1.0
REGION1,GME1,2030,1.0
REGION1,GHE1,2030,1.0
REGION1,GNE1,2030,1.0
REGION1,GWE1,2030,1.0
REGION1,KEE1,2030,1.0
REGION1,LSE1,2030,1.0
REGION1,LRE1,2030,1.0
REGION1,LYE1,2030,1.0
REGION1,MWE1,2030,1.0
REGION1,MLE1,2030,1.0
REGION1,MRE1,2030,1.0
REGION1,MAE1,2030,1.0
REGION1,MZE1,2030,1.0
REGION1,NAE1,2030,1.0
REGION1,NEE1,2030,1.0
REGION1,NGE1,2030,1.0
REGION1,CGE1,2030,1.0
REGION1,RWE1,2030,1.0
REGION1,SNE1,2030,1.0
REGION1,SLE1,2030,1.0
REGION1,SOE1,2030,1.0
REGION1,ZAE1,2030,1.0
REGION1,SSE1,2030,1.0
REGION1,SDE1,2030,1.0
REGION1,TZE1,2030,1.0
REGION1,TGE1,2030,1.0
REGION1,TNE1,2030,1.0
REGION1,UGE1,2030,1.0
REGION1,ZME1,2030,1.0
REGION1,ZWE1,2030,1.0
REGION1,ATE1,2031,1.0
REGION1,BEE1,2031,1.0
REGION1,BGE1,2031,1.0
REGION1,CHE1,2031,1.0
REGION1,CYE1,2031,1.0
REGION1,CZE1,2031,1.0
REGION1,DEE1,2031,1.0
REGION1,DKE1,2031,1.0
REGION1,EEE1,2031,1.0
REGION1,ESE1,2031,1.0
REGION1,FIE1,2031,1.0
REGION1,FRE1,2031,1.0
REGION1,GRE1,2031,1.0
REGION1,HRE1,2031,1.0
REGION1,HUE1,2031,1.0
REGION1,IEE1,2031,1.0
REGION1,ITE1,2031,1.0
REGION1,LTE1,2031,1.0
REGION1,LUE1,2031,1.0
REGION1,LVE1,2031,1.0
REGION1,MTE1,2031,1.0
REGION1,NLE1,2031,1.0
REGION1,NOE1,2031,1.0
REGION1,PLE1,2031,1.0
REGION1,PTE1,2031,1.0
REGION1,ROE1,2031,1.0
REGION1,SEE1,2031,1.0
REGION1,SIE1,2031,1.0
REGION1,SKE1,2031,1.0
REGION1,UKE1,2031,1.0
REGION1,DZE1,2031,1.0
REGION1,AOE1,2031,1.0
REGION1,BJE1,2031,1.0
REGION1,BWE1,2031,1.0
REGION1,BFE1,2031,1.0
