VALUE
MLNG
MWNG
NANG
SDNG
SLNG
SONG
SSNG
SZNG
UGNG
ZANG
ZMNG
ZWNG
ZWBM
SOLF
CICO
EGNU
ATE3
BEE3
BGE3
CHE3
CYE3
CZE3
DEE3
DKE3
EEE3
GRE3
ESE3
FIE3
FRE3
HRE3
HUE3
IEE3
ITE3
LTE3
LUE3
LVE3
MTE3
NLE3
NOE3
PLE3
PTE3
ROE3
SEE3
SIE3
SKE3
UKE3
ATPSF
BEPSF
BGPSF
CZPSF
DEPSF
GRPSF
ESPSF
FRPSF
HRPSF
IEPSF
ITPSF
LTPSF
LUPSF
PLPSF
PTPSF
ROPSF
SEPSF
SIPSF
SKPSF
CHPSF
UKPSF
ATBATF
BEBATF
BGBATF
CHBATF
CYBATF
CZBATF
DEBATF
DKBATF
EEBATF
GRBATF
ESBATF
FIBATF
FRBATF
HRBATF
HUBATF
IEBATF
ITBATF
LTBATF
LUBATF
LVBATF
MTBATF
NLBATF
NOBATF
PLBATF
PTBATF
ROBATF
SEBATF
SIBATF
SKBATF
UKBATF
NONGE
DZE3
AOE3
BJE3
BWE3
BFE3
BIE3
CME3
CFE3
TDE3
CIE3
DJE3
CDE3
EGE3
GQE3
ERE3
SZE3
ETE3
GAE3
GME3
GHE3
GNE3
GWE3
KEE3
LSE3
LRE3
LYE3
MWE3
MLE3
MRE3
MAE3
MZE3
NAE3
NEE3
NGE3
CGE3
RWE3
SNE3
SLE3
SOE3
ZAE3
SSE3
SDE3
TZE3
TGE3
TNE3
UGE3
ZME3
ZWE3
DZNGE
NGNGE
EGNGE
AONGE
GQNGE
MZNGE
CGNGE
GANGE
MRNGE
SNNGE
TZNGE
DZBATF
AOBATF
BJBATF
BWBATF
BFBATF
BIBATF
CMBATF
CFBATF
TDBATF
CIBATF
DJBATF
CDBATF
EGBATF
GQBATF
ERBATF
SZBATF
ETBATF
GABATF
GMBATF
GHBATF
GNBATF
GWBATF
KEBATF
LSBATF
LRBATF
LYBATF
MWBATF
MLBATF
MRBATF
MABATF
MZBATF
NABATF
NEBATF
NGBATF
CGBATF
RWBATF
SNBATF
SLBATF
SOBATF
ZABATF
SSBATF
SDBATF
TZBATF
TGBATF
TNBATF
UGBATF
ZMBATF
ZWBATF
MAPSF
ZAPSF
TNPSF
MKE1
RSE1
TRE1
BAE1
RUE1
ALE1
UAE1
MEE1
BYE1
MDE1
ILE1
GEE1
SAE1
JOE1
ALNG
BYNG
MDNG
RSNG
RUNG
TRNG
UANG
