REGION,TECHNOLOGY,VALUE
REGION1,RSNGHUPI0,35.0
REGION1,RSNGROPI0,35.0
REGION1,RUNGEEPI0,35.0
REGION1,RUNGFIPI0,35.0
REGION1,RUNGLVPI0,35.0
REGION1,TRNGBGPI0,35.0
REGION1,TRNGGRPI0,35.0
REGION1,UANGHUPI0,35.0
REGION1,UANGPLPI0,35.0
REGION1,UANGROPI0,35.0
REGION1,UANGSKPI0,35.0
REGION1,BENGLUPI0,35.0
REGION1,NGNGDZPI0,35.0
REGION1,MZNGZAPI0,35.0
REGION1,NGNGLYPI0,35.0
REGION1,ETNGDJPI0,35.0
REGION1,NGNGGQPI0,35.0
REGION1,TZNGKEPI0,35.0
REGION1,NGNGMAPI0,35.0
REGION1,NGNGBJPI0,35.0
REGION1,NGNGGHPI0,35.0
REGION1,NGNGNEPI0,35.0
REGION1,NGNGTGPI0,35.0
REGION1,NGNGTNPI0,35.0
REGION1,DZNGMAPI0,35.0
